Date,T,V,P,S,F
1995-11-01,47.687,7.529,0.07204724409448819,,15.07
1995-12-01,34.9628,3.4185,7.931811023622047,,50.192
1996-01-01,34.8548,3.7905,8.898897637795276,,70.24
1996-02-01,33.953,2.0715000000000003,11.166653543307087,14.504347826086958,229.481
1996-03-01,37.22,4.0675,5.71748031496063,19.278260869565216,222.164
1996-04-01,42.2798,5.6739999999999995,4.2172047244094495,21.5625,333.373
1996-05-01,48.010999999999996,7.361,3.6311811023622047,18.759090909090908,588.6
1996-06-01,57.2936,11.41,0.4763385826771654,,412.003
1996-07-01,65.543,15.521,0.4625196850393701,,184.085
1996-08-01,65.7392,17.6435,0.1,,55.413
1996-09-01,55.6898,12.642500000000002,0.045629921259842526,,18.454
1996-10-01,46.4936,8.9595,3.2423228346456696,,17.91
1996-11-01,39.2756,4.55,10.664055118110237,,99.4
1996-12-01,35.2166,2.5375,16.295393700787404,,212.542
1997-01-01,33.1286,2.389,19.78448818897638,,734.996
1997-02-01,33.7136,3.7355,0.6556299212598425,20.269565217391303,180.913
1997-03-01,41.4248,6.703,0.3038976377952756,20.0304347826087,218.77
1997-04-01,40.6148,5.9835,0.5060236220472442,15.90833333333333,302.456
1997-05-01,52.2554,9.726,0.41598425196850397,7.036363636363637,539.316
1997-06-01,54.122,9.516,0.7556299212598426,,279.683
1997-07-01,60.0908,14.0065,0.3280708661417323,,129.703
1997-08-01,62.636,15.408,0.015511811023622049,,44.36
1997-09-01,57.675200000000004,11.494,0.5721259842519686,,21.479
1997-10-01,48.0146,8.8525,0.7428740157480316,,17.927
1997-11-01,39.8768,5.361,3.395196850393701,,24.485
1997-12-01,32.0,3.54,3.5921259842519686,,35.665
1998-01-01,32.6156,3.1235,11.619055118110238,,101.55
1998-02-01,32.0,1.809,16.989212598425198,19.97391304347826,210.41
1998-03-01,35.2436,3.6060000000000003,7.450196850393702,41.02608695652174,232.083
1998-04-01,35.5208,4.1655,4.992795275590551,37.920833333333334,288.075
1998-05-01,38.7626,3.3745,5.420118110236221,27.977777777777774,445.675
1998-06-01,49.6904,6.1655,2.1868503937007877,,886.311
1998-07-01,62.3408,14.4895,0.16720472440944883,,686.382
1998-08-01,64.6466,18.0855,0.15551181102362208,,159.13
1998-09-01,54.8852,9.185500000000001,1.7753937007874017,,72.148
1998-10-01,44.412800000000004,6.863,0.5993700787401576,,35.703
1998-11-01,38.022800000000004,4.23,3.085708661417323,,38.551
1998-12-01,32.0306,4.1305,2.581299212598425,,49.954
1999-01-01,35.3714,4.103,8.128346456692913,,69.145
1999-02-01,32.684,3.2145,7.444842519685039,16.66086956521739,111.33
1999-03-01,35.0186,3.8135,2.774724409448819,29.513043478260872,102.2
1999-04-01,36.3236,4.479,4.10988188976378,29.758333333333326,182.06
1999-05-01,47.0264,6.499,0.6871653543307087,20.19,446.022
1999-06-01,54.4964,10.212,1.0041338582677166,,337.292
1999-07-01,62.2256,13.463000000000001,0.6583858267716536,,105.08
1999-08-01,59.8334,11.966999999999999,0.20165354330708662,,32.371
1999-09-01,59.2358,12.955499999999999,0.6198818897637796,,17.342
1999-10-01,54.3992,12.334000000000001,0.3361811023622047,,11.717
1999-11-01,43.6892,7.0145,2.4155905511811024,,12.242
1999-12-01,37.2632,5.4645,0.24397637795275592,,15.723
2000-01-01,34.4624,2.9284999999999997,11.298779527559056,,79.939
2000-02-01,33.7154,2.9145,14.195905511811025,12.965217391304348,154.753
2000-03-01,37.1408,4.0120000000000005,2.3175196850393704,27.191304347826087,164.4
2000-04-01,43.304,5.8340000000000005,3.006023622047244,27.066666666666674,279.62
2000-05-01,49.9964,8.221,1.461692913385827,13.61111111111111,529.817
2000-06-01,60.531800000000004,12.4,0.9550787401574804,,350.834
2000-07-01,59.3492,13.6365,0.0,,90.848
2000-08-01,62.7008,15.3935,0.26208661417322837,,37.23
2000-09-01,56.3378,12.0305,0.5301181102362205,,14.817
2000-10-01,45.7592,7.07,3.987086614173229,,19.532
2000-11-01,34.421,4.225,0.7113385826771654,,17.197
2000-12-01,38.650999999999996,5.445,0.895984251968504,,15.507
2001-01-01,32.0,3.9525,6.189370078740158,,26.262
2001-02-01,32.0,2.7474999999999996,7.402007874015748,8.795652173913044,41.907
2001-03-01,37.841,4.339,4.082952755905512,18.321739130434786,126.404
2001-04-01,36.0338,4.5104999999999995,5.77744094488189,15.427999999999999,187.945
2001-05-01,53.650400000000005,10.754000000000001,0.1565748031496063,10.205,444.913
2001-06-01,57.1046,13.813,0.0,,114.609
2001-07-01,60.1106,12.8105,1.1093700787401575,,47.376
2001-08-01,63.2606,17.172,0.05669291338582677,,13.311
